,nct_id,smiless_first,block_desc,PCA1,PCA2
626,NCT00500747,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Certain infectious and parasitic diseases,5.463519278873624,-0.21983167166465592
627,NCT00618527,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C,Diseases of the nervous system,-0.5187382038372729,0.5555078383979494
628,NCT00630786,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Neoplasms,-0.7379819392185127,-0.3078814893030372
629,NCT00389285,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,Neoplasms,-1.628375659939232,-0.49884344537761477
630,NCT00715403,COC(=O)C1=CC=C2C(NC(=O)\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1,Neoplasms,-0.3059180076055029,1.018367090978273
631,NCT00598923,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,Factors influencing health status and contact with health services,-0.9278297910365049,-0.2627249554362329
632,NCT01353534,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,Factors influencing health status and contact with health services,-1.1171455653726385,-1.3211029460719048
633,NCT00256334,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,Neoplasms,-1.1071152302512794,-0.8175113649107648
634,NCT01154335,C[C@@]1(O)C[C@@H](C1)C1=NC(=C2N1C=CN=C2N)C1=CC=C2C=CC(=NC2=C1)C1=CC=CC=C1,Neoplasms,-0.4767744039654361,0.38585307726832385
635,NCT01623466,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Factors influencing health status and contact with health services,-0.630901547905119,0.2824194647543257
636,NCT00329004,COC1=CC=CC(NC2=NC=NN3C=CC(CN4CC[C@@H](N)[C@H](O)C4)=C23)=C1,Neoplasms,0.17974225530326368,0.5416124815721219
637,NCT01107899,N[C@@H](CCCNC(N)=N)C(O)=O,Diseases of the circulatory system,-1.1721690204145794,-1.3030337442824906
638,NCT01463982,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,Other,-1.3656877220925259,0.35254019265794617
639,NCT01296568,CC1=NC=C(NC(=O)NC2=C(OC[C@@H]3CNCCO3)C=C(C)C(Br)=C2)N=C1,Other,-0.9972485865088746,0.14970395739928344
640,NCT01028781,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,Diseases of the genitourinary system,-1.0164007389193057,-0.09218339742691374
641,NCT00062127,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,Diseases of the eye and adnexia,-0.4760597431264585,1.4570074829623256
642,NCT01474161,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
643,NCT00703807,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,Diseases of the genitourinary system,-0.7056494683178359,0.5639264073658611
644,NCT00463697,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the respiratory system,5.463519278873624,-0.21983167166465592
645,NCT00098514,NC1=NC(N)=C2N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCCNC(=O)C3=CC=CC=C3C(O)=O)C(O)=O)C=NC2=N1,Diseases of the eye and adnexia,-1.0591108338805084,-0.2954343971681112
646,NCT00147875,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,others,-0.8787853291439918,-0.02342564681819539
647,NCT01350258,ClCCN(CCCl)P1(=O)NCCCO1,"Endocrine, nutritional and metabolic diseases",-1.098500051706053,-1.981432611503475
648,NCT01046630,N[C@@H](CC1=CC=CC=N1)C1=CC=CC=C1,Other,-0.6511007661904067,-0.8654622171550156
649,NCT01003678,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Neoplasms,-1.0706663976917161,0.8565290614636054
650,NCT01405963,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the respiratory system,5.463519278873624,-0.21983167166465592
651,NCT00529100,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(CCC2=CNC3=C2C(O)=NC(=N)N3)C=C1)C(O)=O,others,-1.1665563015012472,-0.4906588669031697
652,NCT01704599,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,Diseases of the skin and subcutaneous tissue,-1.2575355142541573,-0.34331892023217164
653,NCT01385657,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the skin and subcutaneous tissue,5.463519278873624,-0.21983167166465592
654,NCT00588640,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the genitourinary system,5.463519278873624,-0.21983167166465592
655,NCT01702740,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the musculoskeletal system and connective tissue,5.463519278873624,-0.21983167166465592
656,NCT00170053,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,Diseases of the circulatory system,-0.9314323212613904,0.029621613681521535
657,NCT00985907,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,others,-1.1414164356351295,-0.9401961069312665
658,NCT00255333,CSCC[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)C(O)=O,"Endocrine, nutritional and metabolic diseases",-0.6729692306841278,0.021538786725034214
659,NCT00073723,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,others,-1.0227509021971464,1.663304147003489
660,NCT00423852,N[C@@H](CCCNC(N)=N)C(O)=O,Neoplasms,-1.1721690204145794,-1.3030337442824906
661,NCT01314885,CC(C)(C)C1=NN(C(NC(O)=NCC2=CC=CC=C2SC2=CN3C(C=C2)=NN=C3C2=CC=CC=C2SCCO)=C1)C1=CC(Cl)=C(O)C=C1,Diseases of the nervous system,-0.7434577534261017,-0.09230196050347006
662,NCT01247363,O=C(NC1=NC=C(SCCN2CCCC2)S1)[C@@]1(C[C@H]1C1CCCCC1)C1=CC=C(C=C1)S(=O)(=O)C1CC1,"Endocrine, nutritional and metabolic diseases",-0.6319685033845568,0.3624444070105178
663,NCT01606397,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
664,NCT00712790,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,Neoplasms,-1.628375659939232,-0.49884344537761477
665,NCT00647972,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,Factors influencing health status and contact with health services,-0.14919709474802753,0.04914802479853443
666,NCT01176851,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,Factors influencing health status and contact with health services,-0.5791833756612931,0.22136719943447022
667,NCT03070730,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,Diseases of the circulatory system,-1.0951499191149705,-0.8243541602967782
668,NCT01555008,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
669,NCT01469065,[H][C@@](CC1CCCC1)(N1C=NC(=C1)C(F)(F)F)C(O)=NC1=NC=C(C=C1)C(O)=O,"Endocrine, nutritional and metabolic diseases",-0.8865711667529024,-0.3199640406488685
670,NCT01217411,CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1C2=CC=CC=C2C2=CC=CC=C2NC1=O,others,-0.6950309448341584,0.15552123417774852
671,NCT01431898,CC1=CC[C@@H](CC1)C(=O)N([C@H]1CC[C@](O)(CO[C@H]2CCOC2)CC1)C1=C(SC(=C1)C#CC(C)(C)C)C(O)=O,Certain infectious and parasitic diseases,-0.9950499158639038,0.41706080858799316
672,NCT01640834,CC1=CC(O[C@@H](CCC(F)(F)F)C2=CC=C(C=C2)C(=O)NCCC(O)=O)=CC(C)=C1C1=CC=C(C=C1)C(C)(C)C,"Endocrine, nutritional and metabolic diseases",-1.3546770490831581,-0.21126320982740635
673,NCT00254293,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Diseases of the musculoskeletal system and connective tissue,0.297697384413099,1.543715160417048
674,NCT00369226,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,"Endocrine, nutritional and metabolic diseases",-0.9515608421567154,-0.25421740041884217
675,NCT00649207,C[C@@]1(CCCN1)C1=NC2=CC=CC(C(N)=O)=C2N1,Diseases of the nervous system,-0.9095962709357585,0.1512250447309308
676,NCT01464112,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,others,-1.0706663976917161,0.8565290614636054
677,NCT01373450,CN(C)C(=N)NC(N)=N,"Endocrine, nutritional and metabolic diseases",-1.2260382379337513,-1.4162108048163222
678,NCT00314782,COC1=NC(C)=CN=C1NS(=O)(=O)C1=CC=CN=C1C1=CC=C(C=C1)C1=NN=CO1,others,-1.200191832679362,-0.2204086727523528
679,NCT00209612,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,Neoplasms,-1.0227509021971464,1.663304147003489
680,NCT01078376,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,Diseases of the circulatory system,-0.7071495140427705,0.5212850072643677
681,NCT00290719,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Diseases of the digestive system,-0.3288316544642889,7.376610360978347
682,NCT01704417,[Na+].[Na+].[O-]P([O-])(F)=O,"Endocrine, nutritional and metabolic diseases",-1.138879934218746,-1.580748872962933
683,NCT00598104,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the respiratory system,5.463519278873624,-0.21983167166465592
684,NCT01169298,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,"Injury, poisoning and certain other consequences of external causes",0.014733062800756208,0.3566230614518384
685,NCT00085566,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,others,-1.0097449145204347,2.6299997068830887
686,NCT00279760,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,Diseases of the musculoskeletal system and connective tissue,0.29769738441309923,1.5437151604170485
687,NCT01595867,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Factors influencing health status and contact with health services,5.463519278873624,-0.21983167166465592
688,NCT00597038,CN(C)\N=N\C1=C(N=CN1)C(N)=O,Neoplasms,-1.2355251288909848,-0.8759251075526439
689,NCT01528111,CC1=CC(O)=CC(C)=C1Cl,Diseases of the eye and adnexia,-1.1191640773455704,-1.086234304785475
690,NCT01244620,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,Diseases of the circulatory system,-1.09644654697751,-0.3308926891355567
691,NCT00003567,N=C1NC2=C(N=CN2)C(OCC2=CC=CC=C2)=N1,"Injury, poisoning and certain other consequences of external causes",-0.8660331510347361,-0.6430290886146774
692,NCT00510718,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,others,-0.17425997948291258,0.11791822101175722
693,NCT01347788,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Neoplasms,-1.0706663976917161,0.8565290614636054
694,NCT00990496,ClCCN(CCCl)P1(=O)NCCCO1,Diseases of the skin and subcutaneous tissue,-1.098500051706053,-1.981432611503475
695,NCT00515866,OC1=NN=C(CC2=CC(C(=O)N3CCN(CC3)C(=O)C3CC3)=C(F)C=C2)C2=CC=CC=C12,Neoplasms,-0.4297310867903562,0.4776352874324047
696,NCT00246012,N1C=CN=C1,Neoplasms,-1.01381960940867,-1.1927986603170702
697,NCT00303732,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,Neoplasms,-1.0097449145204347,2.6299997068830887
698,NCT01046487,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,Neoplasms,-0.38091039246649167,0.14321121156230038
699,NCT01381887,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,"Endocrine, nutritional and metabolic diseases",5.463519278873624,-0.21983167166465592
700,NCT01813955,COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1,Mental and behavioural disorders,-1.1515109626733004,0.00022598233693179895
701,NCT01213160,COC1=CC(OC)=CC(CCC2=CC(NC(=O)C3=CC=C(C=C3)N3C[C@H](C)N[C@H](C)C3)=NN2)=C1,Neoplasms,-0.6493166417637743,0.4527374174392894
702,NCT00722293,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,others,-0.383866308401845,1.605677730920875
703,NCT00451880,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,Neoplasms,-1.0190492657744663,-1.0257695083122793
704,NCT00129896,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,others,-0.383866308401845,1.605677730920875
705,NCT01064622,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,Neoplasms,-1.1545618905042636,-0.38494307965454505
706,NCT01925300,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,Factors influencing health status and contact with health services,-1.221764869297833,-0.6518604747177369
707,NCT01111188,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,"Injury, poisoning and certain other consequences of external causes",-0.5442417942643557,0.5181802199246731
708,NCT00560352,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,others,-0.38091039246649167,0.14321121156230038
709,NCT01292798,CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,"Endocrine, nutritional and metabolic diseases",-1.0912941440412403,-0.894573603247025
710,NCT01273558,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,"Endocrine, nutritional and metabolic diseases",-0.7123524433941777,-0.42797811835018557
711,NCT00730392,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,"Endocrine, nutritional and metabolic diseases",-1.1827456676070642,-1.2331828734390153
712,NCT01101594,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,others,-0.383866308401845,1.605677730920875
713,NCT00379080,COC1=C(OCCCN2CCCCC2)C=C2N=CN=C(N3CCN(CC3)C(=O)NC3=CC=C(OC(C)C)C=C3)C2=C1,Diseases of the nervous system,-0.8006139005913245,0.7720669030476986
714,NCT00735878,COC1=CC=C(C=C1)S(=O)(=O)NC1=C(NC2=CC=C(O)C=C2)N=CC=C1,others,-1.384257775651497,-0.2582440967764514
715,NCT00494221,COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1,Neoplasms,-0.6767758629321732,0.7073497934039947
716,NCT02012166,COC1=CC2=CC=C(C=C2C=C1)C1=CC(=NN1[C@@H](C)C1=CC=C(C=C1)C(=O)NCCC(O)=O)C1=CC(Cl)=CC(Cl)=C1,"Endocrine, nutritional and metabolic diseases",-1.059201999357095,0.1452550907375383
717,NCT00543114,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,others,0.014733062800756208,0.3566230614518384
718,NCT01575405,C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(O)(O)=O,Certain infectious and parasitic diseases,-1.1497359894268482,-0.6525094132397072
719,NCT00068757,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,others,-0.6549806895249057,-0.03684331113405785
720,NCT00096707,[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,others,-1.2831704103380157,-1.3034139460084762
721,NCT01192165,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,Neoplasms,-0.1629633019443199,0.39683478498183417
722,NCT00473486,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,Neoplasms,-1.628375659939232,-0.49884344537761477
723,NCT01028248,CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O,Diseases of the eye and adnexia,-1.0912941440412403,-0.894573603247025
724,NCT00612794,N[C@@H](CCCNC(N)=N)C(O)=O,"Endocrine, nutritional and metabolic diseases",-1.1721690204145794,-1.3030337442824906
725,NCT00361244,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,Neoplasms,-1.3037304121841218,0.027541305911763375
726,NCT01154062,ClCCN(CCCl)P1(=O)NCCCO1,Diseases of the eye and adnexia,-1.098500051706053,-1.981432611503475
727,NCT01130818,CN1C(=O)N(C(=O)[C@@]1(CO)C1=CC=CC=C1)C1=CC=C(C#N)C(=C1)C(F)(F)F,Factors influencing health status and contact with health services,0.47477069640691344,-0.1628527372513222
728,NCT01235039,[Na+].[Na+].[O-]P([O-])(F)=O,Certain conditions originating in the perinatal period,-1.138879934218746,-1.580748872962933
729,NCT00179608,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Neoplasms,0.014733062800756208,0.3566230614518384
730,NCT01273948,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,Certain infectious and parasitic diseases,-0.7379819392185127,-0.3078814893030372
731,NCT01176903,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,Diseases of the nervous system,-0.5791833756612931,0.22136719943447022
732,NCT00477386,CN(C)\N=N\C1=C(N=CN1)C(N)=O,Neoplasms,-1.2355251288909848,-0.8759251075526439
733,NCT01054300,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1,"Endocrine, nutritional and metabolic diseases",-1.0197118783342183,0.21006374219220708
734,NCT00732784,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,Factors influencing health status and contact with health services,-0.7625131610612504,0.18557961807245518
735,NCT00642655,ClCCN(CCCl)P1(=O)NCCCO1,"Injury, poisoning and certain other consequences of external causes",-1.098500051706053,-1.981432611503475
736,NCT00567879,[H]\C(=C(\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO,others,-1.1263526577745315,0.28765438311727465
737,NCT00694980,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the digestive system,5.463519278873624,-0.21983167166465592
738,NCT00607308,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the nervous system,5.463519278873624,-0.21983167166465592
739,NCT01462773,ClCCN(CCCl)P1(=O)NCCCO1,Neoplasms,-1.098500051706053,-1.981432611503475
740,NCT01042028,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC,Neoplasms,-1.0097449145204347,2.6299997068830887
741,NCT00234000,O=[As]O[As]=O,others,-1.1180666887551824,-1.2484208991533465
742,NCT01562938,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,Diseases of the respiratory system,5.463519278873624,-0.21983167166465592
743,NCT00660036,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,others,-1.0639170094557524,-0.7498612191282966
744,NCT00208117,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,Other,-0.40260978115849805,-0.4297961670911925
745,NCT01009801,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,Neoplasms,-0.383866308401845,1.605677730920875
746,NCT01005979,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,others,0.014733062800756208,0.3566230614518384
747,NCT00731952,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,others,-0.9515608421567161,-0.254217400418842
748,NCT00924001,ClCCN(CCCl)P1(=O)NCCCO1,Neoplasms,-1.098500051706053,-1.981432611503475
749,NCT01870999,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,Mental and behavioural disorders,-0.18272899111917096,0.3043651942329615
750,NCT01033032,[H][C@@]1(C[C@@](N)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O)O[C@H]1C[C@H](O)[C@H](O)CO1,others,-0.3240197439739504,0.8634569714636027
751,NCT00714649,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,others,-1.0624285315788264,0.5258251013530412
752,NCT01218477,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,others,-0.38091039246649167,0.14321121156230038
753,NCT00100971,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,others,-1.1171455653726385,-1.3211029460719048
754,NCT01241461,CN1C=C(N=C1C1CCN(CC1)C1=C2C=NNC2=NC=N1)C1=CC=C(F)C(=C1)C(F)(F)F,Neoplasms,-0.11081498982916188,0.30129808564370814
755,NCT00567931,CN1C=C(C[C@@H](N)C(O)=O)C2=CC=CC=C12,Diseases of the eye and adnexia,-0.4503949663773949,-0.0711922551603139
756,NCT00640315,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,Diseases of the circulatory system,-0.3095367216940011,0.3198842229816958
757,NCT00892801,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,others,-0.9360068221617062,2.4706473336368
758,NCT00444236,COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1,Diseases of the digestive system,-1.1536269373975665,0.01118756854588179
759,NCT00591214,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,Certain infectious and parasitic diseases,-0.891129772442184,0.07894477159728126
760,NCT00544362,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,Diseases of the digestive system,-0.3288316544642889,7.376610360978347
